Domaine d'intervention;STRUCTURE PORTEUSE;ESPACE/LIEUX/SERVICE;ADRESSE;CP;VILLE;INTITULE ACTION;Coordonnées Référent;DESCRIPTION;METHODE ET OUTILS;MODE D'INTERVENTION;PUBLIC CIBLE;SITE INTERNET
PARTICIPATION CITOYENNE;ERIC Cyber-base du Luc en Provence;;16, rue de la République;83340;LE LUC EN PROVENCE;;Tel: 09 75 96 75 34, Mail: v.kaczmarek@mairie-leluc.fr;"Création de la Ville du Luc sur le jeu vidéo Minecraft
- Intégration des points de tri des déchets
- Création de ""quêtes"" sur le développement durable
";"Jeu vidéo Minecraft et serveur de jeux de la Ville du Luc
- Interventions ponctuelles d’un agent du Pôle préservation de l’Environnement de la Communauté de Communes Cœur du Var.
";Ateliers collectifs;Enfants du Cœur du Var;
ACCULTURATION ET EDUCATION NUMERIQUE;ERIC Cyber-base du Luc en Provence;;16, rue de la République;83340;LE LUC EN PROVENCE;NAP;Tel: 09 75 96 75 34, Mail: v.kaczmarek@mairie-leluc.fr;"jeux éducatifs et pédagogiques
- création multimédia : graffitis, nuages de mots, BD, coloriages magiques, création d’hologrammes ...
- révisions scolaires
";"Programme et ressources de l’éducation Nationale
- sites pédagogiques et ludiques :
www.soutien67.free.fr / www.logicieleducatif.fr / www.ladictee.fr / www.jeuxmaths.fr / www.aidemoi.net / www.ladictee.fr …
";Activité et stage de loisir (Ateliers collectifs);Enfants de 6 à 11 ans de l’école élémentaire Jean Jaurès;
 PATRIMOINE, ART, CREATION NUMERIQUE;ERIC Cyber-base du Luc en Provence;;16, rue de la République;83340;LE LUC EN PROVENCE;Atelier Vidéo ;Tel: 09 75 96 75 34, Mail: v.kaczmarek@mairie-leluc.fr;"Recherches internet autour du sujet choisi
- Initiations aux techniques audiovisuelles et éducation à l’image
- Accompagnement au tournage de film et choix du matériel
- Montage vidéo et post production
";Travaux pratiques avec le matériel audiovisuel ;Activité et Stage de loisir (Ateliers collectifs) et/ou Accompagnement individuel;Toute personne chargée de produire une vidéo dans le cadre personnel ou professionnel;
INSERTION ET FORMATIONS PROFESSIONNELLES ;ERIC Cyber-base du Luc en Provence;;16, rue de la République;83340;LE LUC EN PROVENCE;;Tel: 09 75 96 75 34, Mail: v.kaczmarek@mairie-leluc.fr;"Module N° 1 : « DÉCOUVERTE DE L’ORDINATEUR » 
Module N°2 : « NAVIGATION ET RECHERCHE D’INFORMATIONS SUR INTERNET » 
Module N° 3 : « CRÉATION ET UTILISATION DE LA MESSAGERIE ELECTRONIQUE» 
Module N° 4 : « INITIATION AU TRAITEMENT DE TEXTE » 
Module N° 5 : « LA RECHERCHE D’EMPLOI SUR INTERNET »
Module N° 6 : « GAGNER EN MOBILITÉ AVEC INTERNET »
Module N° 7 : « LES SERVICES DE LA VIE QUOTIDIENNE SUR INTERNET »
Module N° 8 : « COMMUNIQUER EN VISIOCONFÉRENCE »
Module N°9 : « SÉCURITÉ INTERNET ET INFORMATIQUE »
";Sur la base du référentiel et des exercices du PIM, Logiciels de traitement de texte, Skype, PACA mobilité …;Activité et Stage de loisir (Ateliers collectifs);Public des chantiers d’insertion et partenaires œuvrant dans le domaine de l’insertion;
INSERTION ET FORMATIONS PROFESSIONNELLES ;ERIC Cyber-base du Luc en Provence;;16, rue de la République;83340;LE LUC EN PROVENCE;Formation et évaluation au B2i Adultes;Tel: 09 75 96 75 34, Mail: v.kaczmarek@mairie-leluc.fr;;"Sur la base du référentiel de compétences du B2i Adultes
- Organisme agréé par l’Education Nationale
- Animateurs TIC habilités par l’Education Nationale
";"Formation professionnelle
(Programme de formation personnalisé. A déterminer selon les compétences déjà acquises et/ou à acquérir)
";"Demandeur d'emploi
Entreprise
Particulier
Salarié
";
INSERTION ET FORMATIONS PROFESSIONNELLES ;ERIC du Verdon;LA CIGALIERE;Avenue Bocouenne;83630;LES SALLES SUR VERDON;Formation à toutes les applications informatiques ;Tél : 04 83 08 98 72 Mail : cyber.espace1@neuf.fr ;"TRAITEMENT DE TEXTE
BASES DE DONNEES
PRISES DE VUE ET RETOUCHE PHOTO
MONTAGES DIAPO
MONTAGES VIDEO
UTILISATION DES SMARTPHONES ET TABLETTES
PERFECTIONNEMENT A L’UTISATION D’INTERNET
";"Animations thématiques
Vidéo projecteurs
Utilisation des 10 PC connectés du club
";Formations de groupes et accompagnement individuel;Tous les adhérents ;
PATRIMOINE, ART, CREATION NUMERIQUE;ERIC du Verdon;LA CIGALIERE;Avenue Bocouenne;83630;LES SALLES SUR VERDON;Découverte des livres numériques;;;"Animations thématiques
Vidéo projecteurs
Utilisation des liseuses du club
";Formations de groupes et accompagnement individuel;Tous les adhérents ;
INSERTION ET FORMATIONS PROFESSIONNELLES ;MUNITIQUE – Formation et Multimédia;;1, place d’Armes ;83000;TOULON;Formation Publication Assistée par Ordinateur;Tel: 04 94 91 28 28;"Environnement Windows 7 h
Photoshop 98 h
Illustrator 98 h
Indesign 70 h
Internet 21 h
Période pratique en entreprise 105 h
";Cours théoriques et pratique sur micro-ordinateurs;Formation;Demandeurs d’emploi;
MISE A DISPOSITION D'ESPACES, DE MATERIELS ET DE RESSOURCES NUMERIQUES;TVT Innovation;Maison du Numérique et de l'Innovation;Place Pompidou;83000;TOULON;La Cantine by TVT Innovation;tel: 04 94 03 89 22 Mail: cantine@tvt.fr;Cet espace est ouvert à tous ceux qui utilisent Internet à des fins personnelles ou professionnelles afin de leur permettre d'échanger autour de leurs pratiques, d'enrichir leurs connaissances et de découvrir de nouveaux usages. Cet espace dispose notamment d'un fablab labelisé MIT.;;;Entrepreneur, étudiant, professionnel, bidouilleur, créateur d'entreprise, startuper.;
INSERTION ET FORMATIONS PROFESSIONNELLES ;Les Petits Débrouillards PACA;Ecole Filippi;Avenue Général Gouraud;83200;Toulon;Class Code;"Tel : 06.16.43.01.55
Mail: s.zimbardo@lespetitsdebrouillards.org
";Class´Code propose un programme de formation gratuit à destination de toutes personnes désireuses d’initier les jeunes de 8 à 14 ans à la pensée informatique. Le programme comprendra de 1 à 5 modules de formation en ligne d’une dizaine d’heures chacun, couplé à des temps de rencontre présentielle pour partager, expérimenter et échanger entre apprenants.;Au travers d’une pratique concrète de la programmation et d’activités débranchées, comprendre les concepts clés de l’informatique et les enjeux de société qui y sont liés pour être en capacité d’animer des ateliers sur ces sujets dès le premier module. ;"La formation se fait :
– en ligne, pour acquérir un savoir-faire concret (apprentissage par la pratique) et partager des savoirs.
– lors de temps de rencontre* pour tester les activités avant de les proposer aux jeunes, bénéficier de temps d’échanges avec des professionnels de l’éducation et de l’informatique, rester en lien ensuite pour être accompagné.
";"Professionels de l'enseignement, de la formation, de la médiation numérique, parents, tout curieux… 
Les contenus pédagogiques sur lesquels vous serez formés à animer sont destinés quant à eux à des enfants de 8 à 14 ans. 
";
ACCULTURATION ET EDUCATION NUMERIQUE;Les Petits Débrouillards PACA;Ecole Filippi;Avenue Général Gouraud;83200;Toulon;Le Science Tour du Numérique;"Tel : 06.16.43.01.55
Mail: s.zimbardo@lespetitsdebrouillards.org
";Le Science Tour est un dispositif de mobilisation et de mise en avant des acteurs de la médiation numérique. Partant de l’idée d’un Fablab itinérant, il permet la création d’espaces d’échanges, de débat, d’expérimentations et de questionnements en tout lieu et surtout là où on ne l’attend pas ! ;"La démarche des Petits Débrouillards est basée sur l’expérimentation afin de développer un regard curieux et informé sur le monde qui nous entoure. 

Une mise en scène ludique et des constructions simples et sans danger, à partir de matériel courant et peu coûteux, favorisent la participation active des publics. 

En animation, les participants réalisent des expériences, observent, discutent, se posent des questions, construisent des réponses, se posent d’autres questions, réalisent des projets et apprennent à apprendre tout en s’amusant.
";format événementiel et festif;Les publics privilégiés seront les jeunes ayant difficilement accès à l’offre de culture scientifique et numérique. Le projet vise prioritairement des interventions en semaine au sein de structures sociales et d’établissements scolaires situés en quartiers difficiles ou en zone rurale. Le science tour sera proposé au grand public les week-ends et mercredis. ;
INSERTION ET FORMATIONS PROFESSIONNELLES ;MODE83;C’NUM;55 avenue du 4 Septembre ;83300; Draguignan;Formation au TP Développeur Logiciel. Formation qualifiante Niv III ;Tel : 04 94 50 98 90 Mail: contact@mode83.net;"2 modules (812 heure en centre de formation) :

Développer une application Web
- Développer des pages en lien avec une base de données
- Mettre en œuvre une solution de gestion de contenu e-commerce
- Développer une application simple de mobilité numérique
Développer une application client-serveur
- Maquetter une application
- Concevoir une base de données
- Développer une interface utilisateur
- Développer des composants d’accès aux données
- Utiliser l’anglais dans son activité professionnelle en informatique

+ 175 heures de période d’immersion en entreprise
";"Méthode pédagogique : active et expérientielle
Langage informatique / Outils Web :
Equipement informatique : 
";Formation collective;Demandeurs d’emploi. Priorité au public cible des quartiers prioritaires ( Critères GEN);
INSERTION ET FORMATIONS PROFESSIONNELLES ;MODE83;C’NUM;55 avenue du 4 Septembre ;83300; Draguignan;Formation au TP Conseiller Médiateur Numérique. Formation qualifiante Niv III ;Tel : 04 94 50 98 90 Mail: contact@mode83.net;"5 modules :
1. Assurer l’accueil et l’information des différents publics : Veille informationnelle dans le domaine du numérique – établissement de programmes d’action de médiation pour faciliter l’appropriation des usages et outils numériques - mise en œuvre d’action de médiation collective et individuelle (7 semaines).
2. Produire des supports pédagogiques et/ou de communication : production de supports pédagogiques et/ou de communication audiovisuels – production de supports de communication éditoriale – production de supports pédagogiques et/ou de communication publiés sur le web (6 semaines).
3. Installation des logiciels, exploitation et maintenance des matériels informatiques et numériques : installation des systèmes d’exploitation – configuration des logiciels – maintenance du matériel informatique et du réseau local – installation d’un réseau local – exploitation et gestion du premier niveau de maintenance des machines à commande numérique (5 semaines).
4. Accompagner les projets de fabrication numérique : modélisation d’un projet à l’aide de logiciel de conception 2D et 3D – contribution à la définition et à l’animation de projets collaboratifs et/ou de partenariat s dans un environnement numérique - assistance technique dans l’utilisation de machines et outils numériques en respectant les règles de sécurité (7 semaines).
5. Animation d'une communauté d'internautes : mesure de la présence numérique d'un territoire, d'une entreprise ou d'un projet - développement et valorisation de la présence numérique d'un territoire, d'une entreprise ou d'un projet – développement de la cohésion d'une communauté numérique - développement d’une démarche d'action collaborative (6 semaines).
+ 8 semaines en entreprise
";"Méthode pédagogique : active et expérientielle
Langage informatique / Outils Web :
Equipement informatique : 
";Formation collective;Demandeurs d’emploi. Priorité au public cible des quartiers prioritaires ( Critères GEN);
INSERTION ET FORMATIONS PROFESSIONNELLES ;MODE83;C’NUM;55 avenue du 4 Septembre ;83300; Draguignan;PCIE (Passeport de Compétences Informatiques Européen);Tel : 04 94 50 98 90 Mail: contact@mode83.net;"Formation certifiante
- Traitement de texte
- Tableurs
- Gestion de document
- Internet et communication
- Bases de données
- Technologies et Société de l’information
";Méthode pédagogique : active et expérientielle;Formation collective;Demandeurs d’emploi. Priorité au public cible des quartiers prioritaires ( Critères GEN);
INSERTION ET FORMATIONS PROFESSIONNELLES ;RESINE MEDIA;;429 Boulevard des remparts;83300; Draguignan;Chantier d'insertion;Tel: 06 11 22 35 74 Mail: contact@resinemedia.net;production de services numériques et vise l’insertion des publics par l’emploi en leur confiant la réalisation de productions multimédia. Le projet RESINE se situe pleinement dans le secteur de l’Economie Sociale et Solidaire depuis le territoire de la Dracénie dans le Var.; ;;;
ACCULTURATION ET EDUCATION;Le Portail du Numérique;;180, rue Philippe de Girard ;84120;PERTUIS;Initiation à l’informatique et utilisation première d’internet;Tel: 04 90 09 02 27, Mail: contact@leportaildunumerique.fr;;Atelier collectif (6 personnes max.) avec partie démonstration et exercices pratiques;Activité et Stage de loisir;Tout Public;www.cbesudluberon.com
ACCULTURATION ET EDUCATION;Le Portail du Numérique;;180, rue Philippe de Girard ;84120;PERTUIS;Initiation aux logiciels de bureautique de la suite Office (Word, Excel, PowerPoint) et de la suite Libre Office (Writer, Calc, Impress);Tel: 04 90 09 02 27, Mail: contact@leportaildunumerique.fr;;Atelier collectif (6 personnes max.) avec partie démonstration et exercices pratiques;Activité et Stage de loisir;Tout Public;www.cbesudluberon.com
ACCULTURATION ET EDUCATION;Le Portail du Numérique;;180, rue Philippe de Girard ;84120;PERTUIS;Passeport Internet et Multimédia (PIM);Tel: 04 90 09 02 27, Mail: contact@leportaildunumerique.fr;;"Ateliers d’initiation informatique/internet et bureautique sur inscription pour préparer au passage du PIM.
Passage du Passeport Internet et Multimédia sur rendez-vous (prévoir 1 heure)
";Accompagnement individuel;Tout Public;www.cbesudluberon.com
ACCULTURATION ET EDUCATION;Le Portail du Numérique;;180, rue Philippe de Girard ;84120;PERTUIS;Initiation au logiciel libre de retouche d’image GIMP;Tel: 04 90 09 02 27, Mail: contact@leportaildunumerique.fr;;Atelier collectif (6 personnes max.) avec partie démonstration et exercices pratiques;Activité et Stage de loisir;Tout Public;www.cbesudluberon.com
ACCULTURATION ET EDUCATION;Le Portail du Numérique;;180, rue Philippe de Girard ;84120;PERTUIS;Initiation au logiciel de montage vidéo Windows Movie Maker;Tel: 04 90 09 02 27, Mail: contact@leportaildunumerique.fr;;Atelier collectif (6 personnes max.) avec partie démonstration et exercices pratiques;Activité et Stage de loisir;Tout Public;www.cbesudluberon.com
ACCULTURATION ET EDUCATION;Le Portail du Numérique;;180, rue Philippe de Girard ;84120;PERTUIS;Initiation à la création de blog;Tel: 04 90 09 02 27, Mail: contact@leportaildunumerique.fr;;Atelier collectif (6 personnes max.) avec partie démonstration et exercices pratiques;Activité et Stage de loisir;Tout Public;www.cbesudluberon.com
INSERTION ET FORMATION PROFESSIONNELLE;Le Portail du Numérique;;180, rue Philippe de Girard ;84120;PERTUIS;Découverte des réseaux sociaux et utilisation à visée professionnelle;Tel: 04 90 09 02 27, Mail: contact@leportaildunumerique.fr;;Atelier collectif (6 personnes max.) avec partie démonstration et exercices pratiques;Activité et Stage de loisir;Public éloigné de l’emploi et entrepreneurs en création et/ou développement;www.cbesudluberon.com
INSERTION ET FORMATION PROFESSIONNELLE;Le Portail du Numérique;;180, rue Philippe de Girard ;84120;PERTUIS;Atelier de mise en page de CV;Tel: 04 90 09 02 27, Mail: contact@leportaildunumerique.fr;;Atelier collectif (6 personnes max.) avec partie démonstration et exercices pratiques;Activité et Stage de loisir;Demandeurs d’emploi;www.cbesudluberon.com
